
The FP indices for tree 1 are : 
rufes16	0.0143494850487137
major12	0.0151762864009675
barba33	0.0156282790720665
fusci30	0.00425096246844444
eller24	0.0155468818737643
macro23	0.0344459221708009
myoid34	0.0168222702107643
ruemm22	0.0129249407748101
monck4	0.00638588807126427
forre8	0.0162565594870946
imita1	0.0175765578311304
Rat37	0.0069164395
golia7	0.0221738753008009
austr26	0.0114052430264994
condi9	0.00939928303596368
minah5	0.0272604560035679
orali29	0.0115004459429994
gliro2	0.0405864340850831
fumeu28	0.0152915492169994
levip21	0.0144068781287137
lanos14	0.0222266503990665
asper19	0.00932438539226427
alboc25	0.0113927033599994
saleb31	0.0127749379747137
gould17	0.0136222249484637
penic3	0.0140921835719637
fuscu18	0.0177472386436661
chrys6	0.00933003009626427
caudi32	0.0117846480983803
elega10	0.0151856562617643
argur35	0.0220140340898446
fuscu15	0.00761880894299939
nouhu11	0.0315534607203009
deser27	0.00832229312249939
roths13	0.0224828668955665
sp20	0.0136465704137643
Mus36	0.0473429547177302

The FP indices for tree 2 are : 
levip21	0.0125264056463225
fumeu28	0.00898901354888088
gliro2	0.0649733976077981
alboc25	0.0112605090938809
asper19	0.00636717551716778
lanos14	0.0168837689707754
penic3	0.0110274132921059
gould17	0.00646665204310588
saleb31	0.00501011412948921
caudi32	0.00839976571493921
chrys6	0.00710957198426778
fuscu18	0.00926327979533088
elega10	0.0165058470007511
argur35	0.00896227655433088
nouhu11	0.0162669727147823
fuscu15	0.00930693530733088
Mus36	0.030097274381504
sp20	0.00572996252270111
roths13	0.0156264755092754
deser27	0.00579847701503088
rufes16	0.00539269978393921
barba33	0.0169575034497754
major12	0.0124163019307823
macro23	0.0174382033093323
eller24	0.0122770456097511
fusci30	0.00502206172436111
ruemm22	0.0191632826053652
myoid34	0.0121045450677011
forre8	0.0190532874874059
monck4	0.00745785553216778
Rat37	0.003651448909
imita1	0.0104927219123652
minah5	0.0305848198222823
condi9	0.00762416571040588
austr26	0.00729735933753088
golia7	0.0125493592493323
orali29	0.00730804451803088

The FP indices for tree 3 are : 
argur35	0.0244838742467206
elega10	0.0109755147600165
roths13	0.0133153407023281
sp20	0.00894543006001648
Mus36	0.0441077376576905
deser27	0.00799004131172065
fuscu15	0.012069718838054
nouhu11	0.0238601222576486
alboc25	0.010839724853054
lanos14	0.0149861908908281
asper19	0.00936106913418315
fumeu28	0.011919464224054
levip21	0.0064448383941016
gliro2	0.0444912976835728
fuscu18	0.0146855743287206
caudi32	0.00802720906543493
chrys6	0.00566517580118315
gould17	0.0115348712757683
penic3	0.00998589120776826
saleb31	0.0089959487131016
Rat37	0.004750710726
imita1	0.0197043416321486
monck4	0.00970295862518315
forre8	0.010895338052454
orali29	0.0110546009727206
minah5	0.0250573575576486
golia7	0.0153166268954986
austr26	0.00628795043772065
condi9	0.0225149661567683
barba33	0.0148773355198281
major12	0.0133189655654986
rufes16	0.0069539129861016
ruemm22	0.0121854084137486
myoid34	0.0107715825505165
macro23	0.0164880036067486
eller24	0.00725475795451648
fusci30	0.00226015790583333

The FP indices for tree 4 are : 
elega10	0.00672901999074827
argur35	0.00849846692232109
nouhu11	0.0247896885017718
fuscu15	0.00325068807369173
Mus36	0.0528655090093968
sp20	0.00282758980504827
roths13	0.00655559366148927
deser27	0.00627772129995173
levip21	0.0142554748959878
fumeu28	0.0105297184343851
gliro2	0.0201364891329262
alboc25	0.0127142866743851
asper19	0.00770387847684827
lanos14	0.0147931078164893
penic3	0.0143494526701544
gould17	0.0122433252751544
saleb31	0.0144414135259878
chrys6	0.00851892382284827
caudi32	0.0158669867173211
fuscu18	0.0111476179518751
forre8	0.0146812557273211
monck4	0.00419033445344827
Rat37	0.0041872972
imita1	0.00939776280126052
minah5	0.0162041642182293
condi9	0.0197330878406544
austr26	0.0136803239778851
golia7	0.0124829949533218
orali29	0.00825846104095173
rufes16	0.0249284514939878
barba33	0.00862597917648927
major12	0.00911369999477181
